path,Wav2VecPath,global_variance,std_global_variance,spoke_variance,std_spoke_variance,avg_time_for_phoneme,avg_time_for_syllables,avg_letter_per_second,F1Formant,F2Formant,F3Formant,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,median_val300,variance_val300,std_val300,peak_count300,median_val700,variance_val700,std_val700,peak_count700,median_val1500,variance_val1500,std_val1500,peak_count1500,median_val2500,variance_val2500,std_val2500,peak_count2500,median_val4000,variance_val4000,std_val4000,peak_count4000,median_val6000,variance_val6000,std_val6000,peak_count6000
common_voice_en_40865671_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40865671_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,437493.3,661.4327724720026,496746.84,704.8026984553904,0.09235714285714285,0.2463333333333333,15.517241379310347,0.8608777290473855,0.30863865982761995,0.2336239151336171,-4.8903694,5136.185,25.474564,12994915.0,-3.296331,0.7378371,24.31121,4.9306397,11,0.58878577,11.99087,3.4627836,14,0.094635144,4.725513,2.1738245,6,0.030643685,0.5263101,0.72547233,10,0.06334823,0.307872,0.55486214,11,0.021192906,0.029475396,0.171684,11
common_voice_en_40865671_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40865671_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,10799.248,103.91943055499775,11177.301,105.72275432114886,0.06333333333333334,0.19,14.423076923076923,0.45139056733316874,0.16292644732844885,0.14375398686815852,-1.4540739,3741.142,55.026024,12109371.0,-3.166528,0.0,1.065746,1.0323497,9,0.0,2.6974742,1.642399,8,0.0,0.4427601,0.66540223,4,0.0,0.17024681,0.41260976,6,0.0,0.015605057,0.124920204,4,0.0,0.0026592873,0.051568277,6
common_voice_en_40865673_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40865673_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,948784.56,974.0557286418473,977328.44,988.5992299713772,0.10424242424242425,0.27090909090909093,12.694300518134716,0.7574143220214354,0.4798247556490771,0.21818784579142073,-5.470265,5091.7505,19.494116,12771143.0,-2.7295513,0.6917496,106.83745,10.33622,7,0.90503204,28.986359,5.3838983,13,0.2758535,3.494252,1.8692918,13,0.08375968,0.5528381,0.7435308,9,0.051710386,0.10845491,0.32932493,9,0.034347206,0.009958627,0.09979292,16
common_voice_en_40865673_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40865673_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,22600.771,150.33552968069458,5768.067,75.94779058360585,0.06333333333333334,0.15000000000000002,21.73913043478261,0.23309893406607718,0.06464752986364432,0.14005749937263445,-1.703283,4266.037,55.97397,13987064.0,-2.472722,0.0,1.568576,1.252428,6,0.0,1.5528523,1.2461349,3,0.0,1.1713859,1.0823058,2,0.0,0.033196237,0.18219835,5,0.0,0.0022574554,0.047512688,4,0.0,0.00039691207,0.019922651,4
common_voice_en_40867353_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867353_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,554999.2,744.9826759730726,605112.8,777.8899745465293,0.1187301587301587,0.25111111111111106,14.500000000000004,0.695869327993527,0.24249046884373535,0.21035273100364232,-7.082535,5622.8657,34.780663,22608918.0,-4.0840282,0.061247222,60.144993,7.75532,8,0.01580343,13.049057,3.6123478,12,0.004267428,1.3553628,1.1642005,4,0.0018649015,0.828506,0.91022307,8,0.0028512848,0.23792009,0.48777053,11,0.0019322857,0.009194739,0.0958892,11
common_voice_en_40867368_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867368_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,1092478.1,1045.21678373436,1044030.6,1021.7781681950344,0.08180000000000001,0.21950000000000003,17.941176470588232,0.8448526959204249,0.32034685461447465,0.20611853587486828,-3.825314,3665.4705,15.327295,6431429.5,-2.3039684,1.1214857,87.864395,9.373601,10,1.0139055,23.502008,4.847887,13,0.11871173,0.21621819,0.46499267,11,0.05631369,0.46165535,0.67945224,11,0.086390555,0.21103549,0.459386,14,0.08409474,0.086920105,0.29482216,12
common_voice_en_40867368_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40867368_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,1207286.1,1098.7657279875452,850651.06,922.3074663581555,0.11305952380952382,0.3211111111111111,12.313432835820894,0.6545798660902169,0.26086176135629585,0.2121088593340149,-1.8806703,3655.2305,24.038774,5446260.5,-1.4328736,0.0,0.69019514,0.83077985,14,0.0,5.1670895,2.2731233,7,0.0,1.2015686,1.0961609,6,0.0,0.036891595,0.19207184,11,0.0,0.033763252,0.1837478,12,0.0,0.003978486,0.063075244,14
common_voice_en_40867372_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867372_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,679482.0,824.30698165186,706160.06,840.3333044096253,0.08774206349206348,0.2175,15.706806282722514,0.8285946554375331,0.2964679041362004,0.23337925391881226,-5.5467753,4610.5044,19.595098,11453500.0,-3.0358605,0.9765348,94.180084,9.704642,10,0.67624927,32.24106,5.678121,10,0.16495065,1.6943343,1.3016659,11,0.084736034,0.2727159,0.5222221,12,0.13639331,0.25440654,0.5043873,15,0.061041433,0.007188539,0.08478525,19
common_voice_en_40867840_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867840_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,439987.28,663.3153708832624,198012.98,444.98649909295,0.07484848484848484,0.20727272727272725,16.0,0.8463483300141877,0.32539641955564486,0.24064439428544712,-1.4194714,3653.9077,18.184978,8180678.0,-2.5875897,1.0906594,54.53436,7.3847384,10,0.68486,40.308556,6.3489017,9,0.08551431,1.3188232,1.1484003,8,0.05213595,0.61350906,0.7832682,7,0.043965444,0.06412623,0.25323159,14,0.025241705,0.08856778,0.2976034,8
common_voice_en_40867859_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867859_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,1069570.9,1034.200597079696,839482.5,916.2327761000477,0.07577435897435895,0.17733333333333332,19.366197183098596,0.891727117449473,0.3360021027704774,0.21407516639268445,-5.282712,4803.708,25.48399,13937618.0,-3.383513,0.69979954,62.330097,7.8949413,7,0.61433923,31.162273,5.582318,13,0.09330087,1.385102,1.1769036,10,0.037045192,0.10219971,0.3196869,10,0.06181474,0.08325773,0.28854415,13,0.052812785,0.07738172,0.2781757,8
common_voice_en_40867859_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40867859_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,859653.1,927.1748082211898,961730.1,980.6784003943393,0.17458333333333334,0.5133333333333333,11.76470588235294,0.5960250629243522,0.21074364259735642,0.18719499825485092,-3.864172,5202.9,52.198917,13188556.0,-3.146127,0.0,1.5573677,1.2479454,8,0.0,0.58445597,0.7644972,8,0.0,0.050629113,0.22500914,7,0.0,0.04047414,0.20118186,5,0.0,0.024629498,0.15693788,7,0.0,0.0021764273,0.046652194,7
common_voice_en_40867876_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867876_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,1224312.1,1106.4863871733805,883612.25,940.006515934863,0.0901818181818182,0.23090909090909095,15.277777777777777,0.7659934284348822,0.40134631306687324,0.21325434875345065,-4.9160304,4310.846,13.674434,8299464.0,-2.5999804,0.7929454,84.415215,9.187776,10,0.6633688,10.632996,3.2608275,16,0.17499165,3.6955109,1.9223711,7,0.08522281,0.5395779,0.73455966,10,0.05571753,0.04413398,0.21008089,12,0.059648246,0.006544226,0.08089639,17
common_voice_en_40867876_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40867876_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,2428650.2,1558.4127341625517,2080870.1,1442.522140211373,0.10133333333333333,0.32666666666666666,15.517241379310345,0.7453167204501038,0.2827162216439021,0.16690336158590016,-5.157996,4524.5806,44.778313,12930949.0,-2.822028,0.0,0.73441046,0.8569775,8,0.0,5.043099,2.2456846,6,0.0,0.10949378,0.33089843,5,0.0,0.40590793,0.63710904,3,0.0,0.009729875,0.09864013,8,0.0,0.2436164,0.49357513,5
common_voice_en_40867878_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867878_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,751299.9,866.7755620689821,841620.56,917.3988023209971,0.07686507936507934,0.1794444444444444,17.586206896551726,0.7572040831377866,0.3529596232784579,0.22921149532082588,-6.2623563,4946.5234,24.430014,12670351.0,-3.0793967,0.6805965,15.78365,3.9728642,11,0.7532668,44.051907,6.6371613,14,0.084146574,0.5855816,0.76523304,11,0.026974518,0.7252502,0.8516162,7,0.0231723,0.051725406,0.2274322,13,0.019027617,0.009567201,0.09781207,14
common_voice_en_40867880_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867880_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,538348.5,733.7223589342225,470989.4,686.2866793476323,0.07953968253968254,0.1972222222222222,17.5531914893617,0.8972479450469415,0.33427793036983455,0.2112377107601131,-6.0104504,4446.0356,17.592918,12882733.0,-3.3152406,1.4639988,98.37386,9.91836,11,0.579072,12.571554,3.5456388,12,0.14515111,1.1817844,1.0870991,13,0.06971339,0.57844824,0.76055783,14,0.08877452,0.122264355,0.3496632,14,0.05519192,0.12906119,0.35925087,9
common_voice_en_40867880_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40867880_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,837973.94,915.4091639807851,906203.5,951.9472149231805,0.07079365079365078,0.21999999999999997,19.51219512195122,0.526654695016145,0.1710872417243709,0.13774303510279548,-1.9122865,2818.8438,31.862608,7085863.0,-2.8647492,0.0,1.4943755,1.2224466,8,0.0,2.227776,1.4925736,4,0.0,0.047479767,0.21789853,7,0.0,0.007017326,0.083769485,6,0.0,0.059861343,0.24466577,4,0.0,0.024813091,0.15752171,6
common_voice_en_40867883_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867883_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,879121.44,937.6147596427863,998358.06,999.1786939782093,0.08826666666666667,0.22566666666666668,13.953488372093023,0.6928058009082045,0.3544548486102839,0.18202480143110653,-6.215085,4914.6787,34.35267,16686261.0,-3.668675,1.1600223,56.057404,7.4871492,8,0.79214466,90.59916,9.518359,11,0.14982687,9.61132,3.1002128,9,0.083471626,1.2091542,1.0996155,10,0.07392691,0.15148295,0.3892081,10,0.04744559,0.02171138,0.14734782,13
common_voice_en_40867883_speaker_1_eng_OUTETTSmedium_05_11_2.wav,Inputs/Wav2VecPickles\common_voice_en_40867883_speaker_1_eng_OUTETTSmedium_05_11_2.pkl,1487935.1,1219.8094625801195,987378.1,993.6690218578821,0.10057142857142856,0.255,11.224489795918368,0.7174280888608481,0.2796670620467189,0.17850094147291626,-4.8474107,3462.1572,28.503557,8580001.0,-2.4573703,0.0,17.829262,4.222471,7,0.0,4.8107667,2.193346,6,0.0,2.1438992,1.464206,5,0.0,0.43033934,0.6560025,6,0.0,0.049889576,0.22335975,8,0.0,0.02283787,0.15112203,8
common_voice_en_40867909_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867909_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,1023217.9,1011.5423248683171,887846.2,942.2559034041655,0.09714285714285713,0.21857142857142856,14.062500000000002,0.7184934854258029,0.28755199650690877,0.1931259034753826,-4.644187,4171.334,35.128353,12750411.0,-3.2437944,0.64264023,24.162825,4.91557,14,0.46654642,18.137323,4.258794,13,0.104375154,5.4486456,2.3342335,7,0.07626424,0.6851069,0.8277118,11,0.07340847,0.18138418,0.4258922,12,0.05307623,0.048048146,0.21919887,15
common_voice_en_40867970_speaker_1_eng_OUTETTSmedium_05_11_1.wav,Inputs/Wav2VecPickles\common_voice_en_40867970_speaker_1_eng_OUTETTSmedium_05_11_1.pkl,362980.2,602.4783709810669,371234.84,609.2904428513548,0.09157539682539682,0.23944444444444443,16.237113402061855,0.8533417723379856,0.38655603541918665,0.17139694507267494,-5.7011676,4929.787,17.117939,10884143.0,-2.9042706,1.373713,44.014027,6.634307,13,0.965595,14.915957,3.8621182,18,0.16470948,7.596189,2.7561185,6,0.060337704,0.14184469,0.37662274,11,0.06083642,0.09694196,0.31135505,10,0.038139537,0.058909975,0.24271376,10
